,Label,Review
10,1,"Printable, but no PDF: This document is 27 pages, and is a reprint of a journal article with hypertext links. It is shown as a webpage, which you can print but not save. There is no PDF involved."
11,1,"BEWARE!: I agree with RedTunicTroll\'s review - I\'ve waited a long time to see this great album re-issued on CD (hence the five star rating). I would add that the remastering is excellent. However, I am very sorry to say that Varese (the re-issue label) has substituted an alternate demo take of ""Country Boy"" instead of the full band version that appears on the original album. The version of ""Country Boy"" on this CD has just Cash with his guitar. It\'s a nice version of the song, but the one on the original album has Perkins on guitar and Grant on bass. I know this for certain because I have an original copy of this album from the late 1950s - it\'s a very beat-up copy, but it plays well enough for me to say without a doubt that Varese made a mistake!"
12,1,"She's so sweet: Drew Barrymore is a doll in this short story comedy about a southern gal finding a father of her child. At first, I thought it was a comeback of the movie, Annie at the first glimpse of Sally at the burger drive in. I just love her charms besides her glossy lips. Although funny, the only criticism that sparks in this comedy is that Sally, who is so young and innocent and who got pregnated by an overwhelmingly older man should deliver a message to young girls to be responsible on their bodies. This is rated PG, so I would strongly urge parents out there to render advice. That's all folks, otherwise, it is a great comedy for the entire family to watch."
13,1,"Ridiculous and funny dark comedy: This movie has enough plot twists and comic relief to keep anyone's attention. Loved Drew Barrymore. I found myself getting pulled in by the drama, only to laugh outloud. A fun relief from reality. That is what movies are for, aren't they?"
14,1,"a great ""why not?"" movie: i went to this movie intending to be disgusted because it looked like one of those ""romantic comedies"" all the girls are so fond of these days. but i had a free movie pass about to expire and i figured ""why not?"". it turned out to be more insane then romantic! which i thought was cool, because...you know....insanity is always good."
15,1,"Sweet, funny movie: I just love this movie. Drew Barrymore plays the charachter of Sally,who is really likeable and sweet.You can\'t help but fall in love with ""Sally\'s"" gentle, sensitive personality and the fact that she always trys to be the best person that she can be. Luke Wilson, who is one of the best looking men on the planet, portrays Dorian, an equally kind and lovable character who has to deal with a crazy mother & brother, while falling in love with Sally. ""Home Fries"" is a great movie about getting over the hurdles of life and fighting to be with the one you love."
16,1,"Wild,Weird: Home Fries is an endearing dark comedy. The movie is filled with wild, weird twists and turns revolving around the death of a cheating step-father.The movie is flat out,laugh out loud funny. There is also a completely charming romance between one of the step-sons and the pregnant girlfriend of the step-dad.Drew Barrymore is radiant as the girlfriend and Luke Wilson is perfect as her messed up suitor.Add Catherine O'Hara as the crazy Mom and Jake Busey as the going crazy brother-and you have a don't miss movie!"
17,1,"Wow. . . . . . .: It was weird! Half the people acted crazy, especially Luke Wilson's brother and Mama! Besides they both killed their stepfather can you believe it? Drew Barrymore this was not your best at all, but their were still some sad and funny, and of course cute parts, so most people (if you like Drew Barrymore, like me) would like it okay. K!"
18,1,"An excellect production: The first thing I wanted to do after watching this captivating story was to read the book. Usually, I like the book better than the movie but, in this instance, the movie is true to the book and the actors so brilliantly cast that the two complement each other. In particular, the movie was stunningly photographed in England, Italy and elsewhere. The story is powerful and tragic. I heartily recommend both the video and the book."
19,1,"Charmingly moving: Starting with the silky narrative by Jeremy Irons, this series will elevate you, educate you, and most certainly entertain you. I can't think of a better adaptation of Evelyn Waugh's book that this marvelous BBC rendition. The scenery, the costumes and, above all, the intoxicatingly vivid relationships will delight you. The bit parts by Sir John Gielgud and Sir Lawrence Olivier are not to be missed."
20,1,Television drama doesn't get any better than this ! Superb!: If you watch this series and don't come away affected by it then you must be dead ! Andrwews is divine as Sebastian ! THE best drama of all time without doubt !
21,1,"Spiritual Journey: This is a film you don't realize how much you like until its over. Sounds strange-but in many ways this is a strange film. Not strange bad, but unlike anything you may have seen. I didn't realize what the film was REALLY about until the end. Its about one man's spiritual journey and his quest to find his place in life,to find love, but mostly about his quest to find meaning in religion. But the religious theme is quite subtle. At first it just seems like a drawn-out story about a lonely homosexual boy and frankly I was bored with it for a while. But I can highly recommend it, I don't beleive I have seen many films that deal with a person's quest for a meaningful religious belief quite like this one. It is not an upbeat story. But the acting is top-notch. Jeremy Irons is perfect in his role. Don't think his character is just a doe doe with nothing to say. He is quiet and introspective and seeking truth."
22,1,"DVD Set of Brideshead Revisited: This is a deluxe set of four DVD discs contained in a white glossy box with a picture of two of the central movie characters on the box. The movie ""Brideshead Revisited"",based on Evelyn Waugh\'s 1945 novel was originally made by the BBC between 1979-1981 for television and is one of the best things they have ever done. The movie is in eleven episodes and totals eleven hours of viewing.As I saw the original on television, I can attest to the fact that the color and sound of the movie is as good as was the original film. I also have visited Castle Howard, the site of Brideshead. The estate is one of the main characters in the film and has been depicted in wonderful camera shots and color. I can highly recommend this DVD.Robert"
23,1,"Brideshead Revisited 25th Annaversery: I enjoyed this program on PBS many years ago. Seeing it again, it was even better than I remembered."
24,1,"Amazingly Wonderful Video: The 1981 BBC presentation of Brideshead Revisited is amazingly lush, authentic and powerful. It gives one a view into extremely privileged lives in a different time and place and shows that being rich does not solve all of life's complex problems. Watching it is a commitment, as it takes 11-hours of viewing time, but it's time well spent."
25,1,"The Rumors Are True - This is Amazing!: Imagine how I felt when I found out that my favorite novel, Brideshead Revisited, was made into a first-class TV mini-series with almost 14 hours of footage. I read the Amazon reviews and decided that they were good enough for me to spend the exorbinant amount to buy it. It was worth it! This collection of DVD's is almost word-for-word faithful to Waugh's masterpiece and brings it alive beautifully. I've watched it like ten zillion times. Highly recommended!God bless those weird Brit's!"
26,1,"Bridehead Revisited Review: After seeing the movie of Brideshead Revisited, my only conclusion can be that 4 CD set of Bridehead is far superior than the recent movie production. Having seen this production 25 years ago, made me realize just how great it really was and very much ahead of it's time. I recommend this CD set to everyone who enjoys superior acting and real art.It was absolutely brilliant and historic."
27,1,"The greatest television series beautifully remastered on DVD: This is the greatest series ever produced for television. This special anniversary edition is beautifully remastered and full of informative extras.It is a treat to see legends like Laurence Olivier and John Geilgud performing in great roles along-side a young Jeremy Irons, just starting his career."
28,1,"Great series: This purchase was made to replace the VHS version I made from cable twenty years ago.It offers all I was looking for, i.e. a great series on a friendlier format."
29,1,A Beautiful masterpiece: I would have to give each episode 5 stars. This is a beautiful masterpiece. The acting is superb especially by Andrews and Irons. The production is one of a kind. I enjoyed this miniseries from start to finish. Granted there are parts that drag but it is still magnificent to look at. I am now going to read the book and hopefully the 2008 version will come to my town so I can see it.
30,1,"Favorite PBS series: This is my all time favorite PBS series. I saw it years ago when it was first on TV and for some reason thought of it again recently and ordered it. It was better than I remembered. As I tell my friends I have loaned it to, you have to pay attention to get the full impact. You can't watch it and read a magazine at the same time. Well worth the effort."
31,1,If only all TV were this good: Amazon is making me review this version although I haven't had time to watch it yet. But I already own the previous DVD and have watched it many times. I consider 'Brideshead' to be Prozac for the soul.
32,1,"Fabulous Series: I am not one for noticing technological fine points so I will not comment on the less than technically perfect DVD. However, I do love excellent writing and acting and John Mortimer's adaptation of the Evelyn Waugh novel is simply superb. It is what brought Jeremy Irons to the attention of American audiences. He is the narrator of this story about a very wealthy Catholic English family. He is drawn into this family when he meets the son, Sebastian, at his college. Eventually, he is drawn into relationships with more family members and Sebastian's sisters, Julia and Cordelia, also become very important to him. Sebastian is ultimately a flawed and trajic man whereas our narrator begins to adopt the worst aspects of the upper class into his own character: boredom, lassitude, disenchantment and jadedness. Set in the earlier 20th century, the recreation of detail period and costume is also outstanding."
33,1,"Excellent DVD Collector's Set!: Finally! This television masterpiece has come to DVD in a nicely packaged and digitally remastered presentation. I'm not sure what the problem was with Mr. Stewart's player, but the discs all play beautifully on the several players I've tried them in. And the color restoration and remastering provides the clearest and best picture I've ever seen. Based on Evelyn Waugh's classic novel, Brideshead is an elegant and unforgettable story set in the fading years of the British Empire and stars Jeremy Irons and Anthony Edwards in career-making roles. I'm a little disappointed not to see an interview with Irons on the DVD, but the *real* reason to buy this is for the series itself. It's well worth revisiting, again and again."
34,1,"His Chicago is better...: I like very much Abbado directing Mahler's 7th. The velvety sound of this recording makes adds to the impression of night indeed, and I could of course have rated this one with the five stars, but the velvety sound can also be described as haze, it is not clear, and this aspect it shares with the Abbado/Berlin 9th and 6th.Abbado's earlier recording of the 7th with the Chicago Symphony Orchestra - amazon-search: B000001GNE - feels much deeper and urgent to me, more inspired. Chicago played as good as, if not better, the Berlins, and most important: the recorded sound is clearer. I got this Abbado/Berlin before I purchased the Chicago, so this is not a matter of habit. I have many great Mahler 7th, Kubelik (DGG), Kondrashin, Bernstein (Sony), Gielen and these two by Abbado - I don't mention the not so great. My deserted island pick for this symphony would be either Bernstein/New York (Sony) or Abbado/Chicago (DGG), in spite of the superior clarity of Gielen's 7th."
35,1,A great new way of thinking!: This book will give you a functional view of what knowledge management is and how to implement its processes in your company or organization. It's written very well and not a boring read. It has a lot of interesting new ways to think about how to change corporate or organizational culture in order to effectively compete in a global business climate. This book can be useful for people that work in a business with four employees or a business with thousands.
36,1,"Novel use: I actually bought this red lens to convert a bright white bike headlight into a tail light for my wife. You can't really get super bright tail lights but this lens helped me sort of invent a new product that my wife uses when she rides at night and she loves it. The quality is very high, the plastic is tough, you can bend it more than in half and it doesn't crack. The finish and circularity are all top quality, too."
37,1,"Works Great: Works great on melamine edge banding. Trimmed flush right out of the package, but took a little adjustment to get a slight bevel. Once the bevel is adjusted, the edge feels very smooth and will not be likely to snag."
38,1,"Do yourself a favor: Listen to the samples. Like what you hear? Good.Please buy the CD.Turn off your cell phone and listen to this disc on a decentstereo system.Aren't these guys great? Hear that bass sax? Are you smiling?Good! Spread the word.(p.s. In keeping with the style of music presented here,Dick Hyman's playing is pretty mellow-any of his solo recordings will make your jaw drop.)"
39,1,"Best Tweezers ever!: I never really thought much one way or the other about tweezers, but after hearing good things about Tweezerman, I thought I'd splurge. They work so well! They effortlessly pick up hairs you can barely see, and since it grasps the hairs well, it doesn't hurt as much as cheaper tweezers."
40,1,"Mexican master muralist: Gallery catalog from an exhibit at the Plaza de la Raza in Los Angeles, which includes letters of praise from Mayor Bradley, and intense brilliant color and black & white photos of the muralist Siqueiros. Warning: some of these art images are very violent and graphic, like european paintings of war! Excellent text in both English and Spanish to give us insight. 64 pgs."
41,1,"A must have for any serious student of astrology: There are plenty of books out there that will tell you what your Sun sign means. There are some books that will describe certain aspects, such as Sun square Mars (like the excellent James Braha title.)Tierney's book, however, is one of the few (if not the only one) that will explain in depth what an aspect itself (e.g. a sextile, a square, an inconjunct) means, how waxing and waning aspects are different, how aspects relate to signs and the more complex configurations that build on aspects, as well as other topics such as retrogrades.While the material is rather abstract, in my opinion it is virtually impossible to have a mastery of astrology without understanding the contents of this volume. It is that profound and important."
42,1,"Truly Awesome: I have been a Yes fan for about 30 years and I must say this is one of the best pieces of music I've heard. With today's technology, everything is so crisp and very refined. This is one box set every true yes fan should own. It may be a little pricey to some, but I must say....it's well worth the money.The book that comes with the five c.d. set just adds to the flavor. Having been seperated from Yes music for a while, when my fiancee gave this to me as a Christmas gift I was very pleased. Once I heard it....well let me say this, it actually brought tears to my eyes,as well as a lot of memories. This is a must have for the true Yes fan. I got the fever and found websites of all the members and the website of Yes World. Yes fans.....you have got to get this."
43,1,"A great romantic read!: Chance of a Lifetime is Amy's Leigh's first novel, and what a treat it is! It's humorous, heartwarming, and the characters practically leap off the page they're so real-to-life. Ms. Leigh does an excellent job of creating regional flavor and dialogue, and the ending sent me rushing for my hankie. This is definitely a romance author you'll want to keep an eye on!"
44,1,"Two words: It's AWESOME: This CD is great, and I can't wait until they come out with another. They all are great looking and have great voices. So I can't rate them by those two factors. All in all you Guys ROCK!"
45,1,Awesome!: The product arrived very quick and in great packaging. Thank you! Just started using the product and I'm loving it so far. I was very happy to find it on amazon!
46,1,Gathering Friends books: These girls know how to write patterns for busy quilters. I have every one of their books. Keep them coming girls !!
47,1,"New history for an older Texan!: I am a native Texan and history buff, but I was never aware of the important role many small Texas towns played in the aerial war efforts of the United States. What a revelation this book provided.Very well written, interesting, informative, humorous and sometimes tragic, The Stars Were Big and Bright is one book that will remain in my personal library for years to come. It is sure to be reread whenever the urge to revisit the history of Texas' contribution to the U.S. Army Air Force's efforts during WWI and WWII.I was impressed also with the numerous vintage photograps, maps, descriptions of the relevant airfields, aircraft photos and specifications, as well as the high level of documentation from primary source documents.This book absolutely has to be the best book on this topic yet written. Perhaps the author, Thomas E. Alexander, will treat us to another great book in the future."
48,1,Wow--What a Fascinating Book: I thoroughly enjoyed the portrayal of the life and times of Sweetwater as well as what it was like to be a WASP in a small Texas town!
49,1,"Historian Decribes Role Air Stations Have Played in Texas: ""Aviation buffs and fans of 20th-century Texas history will find plenty to please them in this well-written and often entertaining work."""
50,1,Unavoidable: Can any-one like Mahler and not fall under the magic of Abado. The stunning combination of a great conductor and an iconic orchestra the Berliner Philharmoniker.
51,1,"""It seems I\'m some kind of Galactic yo-yo!"": An unidentified flying object has landed near the Nuton power complex, supplying Britian with safe, cheap energy. The Axons, aliens form the ""far side of the galaxy"", intend to suck the Earth dry of all its energies and leave nothing behind. A good UNIT story. Lots of action, people blowing up, and some of Who\'s most disgusting lookin aliens. Pertwee and the regulars are great, although Fyler\'s accent is a little iffy. And why, in a majority of Pertwee stories, when a person is in hospital or sedated, they start to wail on about stopping the Master(see the Daemons)? The story itself might be a little silly for casual viewers, but all in all, a great action-packed psychedelic Who Adventure!"
52,1,Lo lei en español y me parecio muy logrado: Es un libro muy bien escrito y muy respetuoso. Diria que es una investigación muy original de la obra de Borges y que estimula la lectura de Borges No se si se publicara esto porque no esta en ingles.Pero quiero expresar mi admiración por este libro.
53,1,"Worked for me: I had tried many times to quit smoking. But this was the book that guided me through the process successfully in 1974. I have been nicotine free since then.The most helpful thing I can remember was learning that my own mind was my worst enemy. It seems that my mind had a 'mind' of its own. My mind would wait till I was depressed or craving a cigarette, then it would parade every happy loving moment in my life (only the moments where a cigarette was involved) and tell me that I could go back to that good life if I would only just start smoking again.But thanks to this book, I was prepared!It's a fast read, very short, to the point, and full of useful tips that helped me quit.The addiction to cigarettes is like no other addiction....it is war and you had better be prepared if you want to win.This book will help."
54,1,"Wonderful!: I got all three (original movies) of these posters for my boyfriend for Christmas, we're both huge fans! They're just like the original movie posters from hanging in theaters and they have the release dates on them and everything! I got the EZ hang framing option and its worth it, they hardly curl so it's amazingly easy to frame them with simple affordable poster frames I also got on amazon searching by their exact dimensions. He was ecstatic about them and I love them too!"
55,1,#4 on my top 10 horror list: This movie was really good but it'll make you check your forehead a lot! See the movie and you'll know what I mean!
56,1,"Including a wealth of gorgeous color photographs: Navajo Ceremonial Baskets: Sacred Symbols Sacred Space explores the importance of the cerimonial basket in Navajo culture. Including a wealth of gorgeous color photographs throughout, portraits of award-winning basket weavers and their creations, involved interviews with Navajo medicine men, enjoyable tales of legendary heroic figures who played a role in the origin of baskets, straightforward information from everything concerning etiquette and safekeeping of ceremonial baskets to techniques for making tight-sealing woven water jars, and much more, Navajo Ceremonial Baskets is a welcome, informative, and enjoyable addition to Native American culture collections."
57,1,"Treasure Maps are Fun.: Martha Grimes follows up her MAN WITH A LOAD OF MISCHIEF with THE ANODYNE NECKLACE. A story of murder, missing jewels, new interests, delightful off-beat characters and an unforgetable tour of London's East Side.Richard Jury is investigating a murder, but Lady Jenny Kennington is a lady with real problems. My favorite character was Mrs. Pennystevens who never beamed Sir Miles as I would have like to have done. I know I've met Ernestine Craigie, finder of bodies & bird watcher, on the streets of several small towns.Good read--enjoy.Nash Black, author of SANDPRINTS OF DEATH."
58,1,"Great little product: This thing does what it says it does, has three cutting attachments to hit any angle you need, and nearly zero instructions to confuse the heck out of you. Very, very straightforward and easy to use product. If you are looking to spend very little money for very good value, this is a product worth your time and cash."
59,1,"Powerful thinking: Common Interest, Common Good represents powerful thinking that has already withstood many challenges and overcome many barriers. Corporate executives will benefit greatly from the book's clear and cogent lessons on the benefits of corporate/social sector partnership. This book is proof that goodness can endure."
60,1,"Yes!! Finally Breast Cancer prevention. Women need this!!: I have been overwhelmed with statistics regarding my chances of getting breast cancer and I had not found any good sources until this book, which (a) demystifies the myths that one can't prevent BC when they can (b) offesr a realistic strategy to fight this scary disease (c) IS written in simple english!! READ IT!!!I PROMISE YOU THAT IF YOU WANT TO ARM YOURSELF AGAINST THIS DISEASE, YOU WILL NOT REGRET BUYING THIS BOOK FOR YOURSELF AS WELL AS THE OTHER WOMEN IN YOUR LIFE. WE MUST FIGHT THIS DISEASE AND IN DOING SO WE MUST EDUCATE OURSELVES WHICH THIS BOOK GIVES US THE POWER TO DO!"
61,1,"A MUST READ FOR WOMEN WHO WANT TO ACTIVELY PREVENT BC !!!: I have read every Breast Cancer book on the market. The Truth About Breast Cancer finally offers women the necessary education for us to make informed decisions about negotiating our way through a very difficult issue. The book is written in a professional voice which teaches how breast cancer may be prevented as oppossed to so many other books which simply raddle off scary statistics as well as trendy diets. Please, if you want to arm yourself with vital information and desire a campassionatly written and thoroughly researched book written for WOMEN and not doctors, read The Truth About Breast Cancer."
62,1,"Every woman should buy this book!: Ever since my mother was diagnosed with breast cancer I have read almost anything I can get my hands on regarding this dreadful disease. This book is by far the most outstanding I have read. I wish I had looked here first. Joseph Keon's 7-step plan is remarkable and so very easy to read. I've read it from cover to cover 3 or 4 times and have tried almost all of the recipes he suggests. They are just fantastic. I've watched my weight and exercised regularly most of my life....now I feel that, with his help, I'm on the right track with nutrition, too. If only we all would follow his advice, maybe there would be less people having to deal with breast cancer. I highly recommend reading this book."
63,1,Keon's book is very comprehensive.: The Truth About Breast Cancer is a thorough book about overall health in general and very in depth regarding Breast Cancer prevention. It will be a valuable assest in everybody's library - whether for yourself or as a gift. Keon details many facts and figures that will astonish most readers. The tone of this book is urgent yet not suffocating. The choice is yours to make - live a healthy life by following Keon's guidelines and his Revised American Diet. You will need to put this on an easily accessible shelf as you will be constantly using it for reference - the recipes in the back of the book are delicious!
64,1,A Book Everyone Should Have In Thier Library: My mom had breast cancer and Keons book really helped her understand the ways of preventing a re-occurance. The writing is very easily understood unlike several other books that requires one to almost have a medical background. I highly recommend this book to everyone that is in to preventive medicine.
65,1,"Preserved In Amber - When Music Could Be ""Fun"": Freddie was never Elvis, Buddy Holly or Chuck Berry, nor do I think he so intended. What he did was to make a series of radio-friendly fun records, a bit offbeat, over a very long period. Some try to dismiss him as a ""novelty"" record guy, but that\'s not true. This CD would be fun even if you were born in the 80\'s and have no idea who ""Boom-Boom"" even is. And if anybody questions his chops, play ""Tallahassee Lassie"" for them. Kenny Paulsen\'s guitar playing here is on the same edge of heavy metal as that in The Guess Who\'s version of Johnny Kidd\'s ""Shakin\' All Over"", but Kenny\'s a better player. He sounds a bit like Cliff Gallup, Gene Vincent\'s original guitar player, and that\'s high praise. His intro riff is a killer, and the cut just flashes brilliance! The whole CD just illustrates the fact that ""fun records"" could exist then but don\'t now - and there\'s nobody like the intense Freddy Cannon to do them, either!"
66,1,Freddy Cannon best of: Nice to see a good catalogue of Freddies hits after a long wait.I found the quality very good.
67,1,"BORU, BORU, BORU they chant!!!: The fire, the passion, the gentleness and the ferocity of this book is truly remarkable. It is a treat to the mind, one that develops the verdant landscape of those days, but yet gives hope for the future. If once a King such as Brian Boru could unite Ireland, then surely it can be done again. A man of his talents, finesse and courage will appear again and understand how history plays such an important role, and possibly take lessons from Brian's own life, superbly done by Morgan Llywelyn."
68,1,Master Piece: This is truly a work of art. This the best book on the middle ages and Ireland that I have ever read. I especially enjoyed the part when Brian and others lived in the woods and fought the Northmen guerilla style with hit and run tactics. Everyone who loves Ireland or the Middle ages should read this book and the best part about it is that it is just about all true!
69,1,"I loved it!!: It was a magnificent portrait of a real man, a delightful combination of myth, magic and humanity that made it clear how all Ireland fell under his spell."
70,1,"History that is truely better than fiction !: Brian Boru is the real-life character that fantasy characters only aspire to be. One cannot fight the desire to travel back in time and fight at Brian Boru's side during Ireland's golden age after reading this spectacular, marvelous book. William Wallace is a hack compared to Brian Boru !"
71,1,"A book that can change your life: I read this book (the first time, at least) when I was 15. I agree, some of the content may not be appropriate for adolescents. However, the message the book gave me has changed my life for the better. In Brian, I saw the power of dreaming big, of not forgetting and to never stop persuing your dreams. It opened my eyes and the world became a much more exciting, magical place - much like the wonderful places Llywelyn describes in her books. All of her books are moving, and often leave you shaken and begging for more - but this one contains so many powerful lessons wrapped up in an engrossing, epic, and mostly true story! If you havent read it yet, you are truly missing out."
72,1,"my review: I really enjoyed reading this book. It is a true historical novel, since I learned a lot about Irish history of the times, and also came to very much like Brian of Boruma and all that he felt and accomplished for his country.The characters are vey alive and real and all the facts presented, like wars, marriages are very well presented and not boring to read. The places as well as life in those ages are also very alive and easy to read and learn about.A very good book and a pleasure to read."
73,1,Lion of Ireland great story: This is a history of Ireland told in an adventurous manner. History can be so boring not this time. Thank you.
74,1,"Awesome book!: I loved the Lion of Ireland. I'm a huge fan of historical novels, but only when they are entertaining as well as factual. This one met all the requirements."
75,1,"I loved this book because itscharacters were brought to life: history and personble characters . . . a great combo I couln't put it down, I really like the way she writes"
76,1,"wow: I had read this book when i was only 13, although the content was a LITTLE too mature for me. I still loved it, I hadven\'t missed a year of not reading it at least once. ""Lion.."" has introduced me to the worlds Llywelyn paints and i have remained faithful to her since i was a kid. Ive read every book she has ever published (Good and bad ;) ). Ive recommended this book to everyone. Anyone, not only interested in Celtic or Irish history, but history in general would greatly appreciate this book. The people who gave it anything less than ""five stars"" must either dislike the Irish or have something against a good book!"
77,1,"good: I watched the movie, then I was thinking I should read ht ebook, so I get it with very reasonable price"
78,1,"Not to bad...: I actually enjoyed this book more than I thought I would after reading some reviews. It was slow at times, but I saw the movie first and the book I thought was better. There are some language issues, but I'm not turned off by that but I could see how some people might be."
79,1,"Laugh out-loud funny: I thoroughly enjoyed this book. I was drawn to read it based on the premise, which sounded like a riot. I wasn't disappointed. No, it didn't teach me how to prepare any of the recipes, but from reading the cover description, I didn't think it would. I would strongly recommend this book if you are intrigued by the idea of reading a light hearted memoir that revolves around food."
80,1,"Cute Book with More Detail than the Movie: I was in the middle of reading J&J then saw the movie version. Seeing the movie just made me all the more gung-ho to finish the book and of course, buy myself a copy of Mastering the Art of French Cooking!! Outside of the scenes of Paris in the movie, the book has much more detail of life in NYC apres 9/11 and the arduousness of Julie's idea of a project -- to cook each recipe from the massive cookbook and blog about it. It's a fun read, and makes you feel fatter with all the buttery recipes. I recommend both book and movie!!"
81,1,"Insipiring: I didn't see the movie and do not plan to - I generally enjoy the book better. I love cooking and found this book inspirational - as in when attempting to do something one does not need a perfect outcome. There weren't a lot of English print books to choose from while I was vacationing in Italy but this was on the shelf. At ten euros it most definitely overpriced but I had only brought one novel that I too quickly finished. I think the book was a very enjoyable, light read."
82,1,"Julie and Julia: Julie Powell is in a rut; not enjoying her job anymore and feeling somewhat purposeless. On a trip back home to her parent's house, she finds a copy of Julia Child's Mastering the Art of French Cooking and comes up with a crazy idea. Over the course of one year, she is going to cook every recipe in the book and write a blog about it. This book is an extension of that blog and her experiences during the project.Julie is a humourous writer and does not glamourize her feelings, successes, and failures during the year of cooking. Some of the side stories about her friend's lives could have been shortened or left out, as I found myself losing interest in these parts. I would also have liked to read more about Julia Child as well, but overall, this is a fun read that really lets you get to know Julie....and way more about bone marrow and killing lobsters than you ever wanted to!"
83,1,"Enjoyable Read: I\'m really surprised by the scathing reviews that have been posted here. Some people seem to forget that Julia Child is not the author of this book. This is a book about Julie and the impact Julia had on her life. Read ""My Life in France"" if you only want to know about Julia Child.I\'m glad Julie was able to find solace and success in her cooking project while working at a stressful and thankless temp job. I thought this was a great memoir.The movie was a disappointment and didn\'t give Julie the depth of character that comes through in the novel."
84,1,"One woman's story - a quick, fun read: All of the 1 star people need to take a BREAK! This book hasn't changed my life, but it was an interesting take on someone setting a goal and meeting it - however arbitrary and supposedly trivial. The book is one woman's perspective, and if you don't like it, you won't like this book - just as with any book. She talks about being strongly opinionated politically, flipping out on her loving husband, and having a grubby kitchen - things many of us have done in one way or another. She describes how setting a goal related to something in life that she loves, rather than the job she is compensated for, frustrates and fulfills her. She finds her interests and talents later in life. Yes, she drinks, curses, and mocks strange and delusional suggestions related to the events of 9/11. She is not an insensitive, evil bitch - she is funny, irreverent, and has written a very funny book that is a quick and enjoyable summer read. Loved it!"
